ACH,Aluminum Corporation of China Limited,Basic Industries,$7.94B
AMBR,"Amber Road, Inc.",Technology,$231.06M
ABEV,Ambev S.A.,Consumer Non-Durables,$83.85B
AMC,"AMC Entertainment Holdings, Inc.",Consumer Services,$2.83B
AMFW,Amec Plc Ord,Consumer Services,$2.28B
AEE,Ameren Corporation,Public Utilities,$13.04B
AMRC,"Ameresco, Inc.",Basic Industries,$320.24M
AMOV,"America Movil, S.A.B. de C.V.",Public Utilities,$51.59B
AMX,"America Movil, S.A.B. de C.V.",Public Utilities,$52.28B
AAT,"American Assets Trust, Inc.",Consumer Services,$1.83B
AXL,"American Axle & Manufacturing Holdings, Inc.",Capital Goods,$1.71B
ACC,American Campus Communities Inc,Consumer Services,$6.12B
AEO,"American Eagle Outfitters, Inc.",Consumer Services,$2.07B
AEP,"American Electric Power Company, Inc.",Public Utilities,$33.94B
AEL,American Equity Investment Life Holding Company,Finance,$2.36B
AXP,American Express Company,Finance,$74.85B
AFA,"American Financial Group, Inc.",Finance,n/a
AFG,"American Financial Group, Inc.",Finance,$8.83B
AFGE,"American Financial Group, Inc.",Finance,n/a
AFGH,"American Financial Group, Inc.",Finance,n/a
AMH,American Homes 4 Rent,Consumer Services,$5.77B
AMH^A,American Homes 4 Rent,Consumer Services,n/a
AMH^B,American Homes 4 Rent,n/a,n/a
AMH^C,American Homes 4 Rent,n/a,n/a
AMH^D,American Homes 4 Rent,n/a,n/a
AMH^E,American Homes 4 Rent,n/a,n/a
AMH^F,American Homes 4 Rent,n/a,n/a
AIG,"American International Group, Inc.",Finance,$58.17B
AIG.WS,"American International Group, Inc.",n/a,n/a
AMID,"American Midstream Partners, LP",Public Utilities,$664.74M
ARL,"American Realty Investors, Inc.",Finance,$133.42M
ARA,"American Renal Associates Holdings, Inc",Health Care,$559.17M
AWR,American States Water Company,Public Utilities,$1.72B
AMT,American Tower Corporation (REIT),Consumer Services,$55.91B
AMT^B,American Tower Corporation (REIT),n/a,n/a
AVD,American Vanguard Corporation,Basic Industries,$518.22M
AWK,American Water Works,Public Utilities,$13.83B
APU,"AmeriGas Partners, L.P.",Consumer Services,$4.29B
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",Finance,$19.69B
ABC,AmerisourceBergen Corporation (Holding Co),Health Care,$20.2B
ANFI,Amira Nature Foods Ltd,Consumer Non-Durables,$160.53M
AMN,AMN Healthcare Services Inc,Technology,$1.78B
AP,Ampco-Pittsburgh Corporation,Capital Goods,$177.93M
APH,Amphenol Corporation,Capital Goods,$22.15B
BETR,"Amplify Snack Brands, inc.",Consumer Non-Durables,$712.3M
AXR,AMREP Corporation,Consumer Services,$56.46M
AME,"AMTEK, Inc.",Consumer Durables,$14.08B
AFSI^A,"AmTrust Financial Services, Inc.",n/a,n/a
AFSI^B,"AmTrust Financial Services, Inc.",n/a,n/a
AFSI^C,"AmTrust Financial Services, Inc.",n/a,n/a
AFSI^D,"AmTrust Financial Services, Inc.",n/a,n/a
AFSI^E,"AmTrust Financial Services, Inc.",n/a,n/a
AFSI^F,"AmTrust Financial Services, Inc.",n/a,n/a
AFSS,"AmTrust Financial Services, Inc.",Finance,n/a
AFST,"AmTrust Financial Services, Inc.",Finance,n/a
AEUA,Anadarko Petroleum Corporation,Energy,n/a
APC,Anadarko Petroleum Corporation,Energy,$24.44B
AU,AngloGold Ashanti Limited,Basic Industries,$3.99B
BUD,Anheuser-Busch Inbev SA,Consumer Non-Durables,$177.5B
AXE,Anixter International Inc.,Consumer Non-Durables,$2.54B
NLY,Annaly Capital Management Inc,Consumer Services,$12.44B
NLY^A,Annaly Capital Management Inc,n/a,n/a
NLY^C,Annaly Capital Management Inc,n/a,n/a
NLY^D,Annaly Capital Management Inc,n/a,n/a
NLY^E,Annaly Capital Management Inc,n/a,n/a
AMGP,Antero Midstream GP LP,Public Utilities,$3.97B
AM,Antero Midstream Partners LP,Public Utilities,$6.15B
AR,Antero Resources Corporation,Energy,$6.57B
ANTM,"Anthem, Inc.",Health Care,$50.42B
ANTX,"Anthem, Inc.",Health Care,$13.98B
ANH,Anworth Mortgage Asset  Corporation,Consumer Services,$580.48M
ANH^A,Anworth Mortgage Asset  Corporation,n/a,n/a
ANH^B,Anworth Mortgage Asset  Corporation,n/a,n/a
ANH^C,Anworth Mortgage Asset  Corporation,n/a,n/a
AON,Aon plc,Finance,$34.96B
APA,Apache Corporation,Energy,$17.41B
AIV,Apartment Investment and Management Company,Consumer Services,$6.71B
AIV^A,Apartment Investment and Management Company,n/a,n/a
ARI,Apollo Commercial Real Estate Finance,Consumer Services,$1.96B
ARI^A.CL,Apollo Commercial Real Estate Finance,n/a,n/a
ARI^C,Apollo Commercial Real Estate Finance,n/a,n/a
APO,"Apollo Global Management, LLC",Finance,$10.85B
APO^A,"Apollo Global Management, LLC",n/a,n/a
AIB,Apollo Investment Corporation,n/a,n/a
AIY,Apollo Investment Corporation,n/a,n/a
AFT,Apollo Senior Floating Rate Fund Inc.,n/a,$262.72M
AIF,Apollo Tactical Income Fund Inc.,n/a,$235.47M
APLE,"Apple Hospitality REIT, Inc.",Consumer Services,$4.14B
AIT,"Applied Industrial Technologies, Inc.",Consumer Durables,$2.3B
ATR,"AptarGroup, Inc.",Consumer Non-Durables,$5.45B
WTR,"Aqua America, Inc.",Public Utilities,$5.79B
WAAS,AquaVenture Holdings Limited,Public Utilities,$381.6M
ARMK,Aramark,Consumer Services,$9.74B
ABR,Arbor Realty Trust,Consumer Services,$510.43M
ABR^A,Arbor Realty Trust,n/a,n/a
ABR^B,Arbor Realty Trust,n/a,n/a
ABR^C,Arbor Realty Trust,n/a,n/a
ABRN,Arbor Realty Trust,Consumer Services,n/a
ARC,"ARC Document Solutions, Inc.",Consumer Services,$188.03M
ARCX,Arc Logistic Partners LP,Energy,$294.3M
MT,ArcelorMittal,Basic Industries,$23.59B
ARH^C,Arch Capital Group Ltd.,n/a,n/a
ARCH,"Arch Coal, Inc.",Energy,$1.72B
ADM,Archer-Daniels-Midland Company,Consumer Non-Durables,$23.36B
AROC,"Archrock, Inc.",Public Utilities,$780.77M
ARNC,Arconic Inc.,Capital Goods,$10.1B
ARNC^B,Arconic Inc.,n/a,n/a
ARCO,Arcos Dorados Holdings Inc.,Consumer Services,$1.58B
ARD,Ardagh Group S.A.,Consumer Durables,$5.12B
ASC,Ardmore Shipping Corporation,Transportation,$263.57M
AFC,Ares Capital Corporation,n/a,$205.76M
ACRE,Ares Commercial Real Estate Corporation,Consumer Services,$372.27M
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",n/a,$375.46M
ARES,Ares Management L.P.,Finance,$3.82B
ARES^A,Ares Management L.P.,n/a,n/a
AGX,"Argan, Inc.",Basic Industries,$920.32M
ANET,"Arista Networks, Inc.",Technology,$10.47B
AI,Arlington Asset Investment Corp,Finance,$326.89M
AI^B,Arlington Asset Investment Corp,n/a,n/a
AIC,Arlington Asset Investment Corp,Finance,n/a
AIW,Arlington Asset Investment Corp,Finance,n/a
AHH,"Armada Hoffler Properties, Inc.",Finance,$573.12M
ARR,"ARMOUR Residential REIT, Inc.",Consumer Services,$1.04B
ARR^A,"ARMOUR Residential REIT, Inc.",n/a,n/a
ARR^B,"ARMOUR Residential REIT, Inc.",n/a,n/a
AFI,"Armstrong Flooring, Inc.",Consumer Non-Durables,$499.33M
AWI,Armstrong World Industries Inc,Consumer Non-Durables,$2.39B
ARW,"Arrow Electronics, Inc.",Consumer Non-Durables,$6.89B
AJG,Arthur J. Gallagher & Co.,Finance,$10.26B
APAM,Artisan Partners Asset Management Inc.,Finance,$2.31B
ASA,ASA Gold and Precious Metals Limited,n/a,$218.55M
ABG,Asbury Automotive Group Inc,Consumer Durables,$1.15B
AHP,"Ashford Hospitality Prime, Inc.",Consumer Services,$319.4M
AHP^B,"Ashford Hospitality Prime, Inc.",n/a,n/a
AHT,Ashford Hospitality Trust Inc,Consumer Services,$584.63M
AHT^A,Ashford Hospitality Trust Inc,n/a,n/a
AHT^D,Ashford Hospitality Trust Inc,n/a,n/a
AHT^F,Ashford Hospitality Trust Inc,n/a,n/a
AHT^G,Ashford Hospitality Trust Inc,n/a,n/a
ASH,Ashland Global Holdings Inc.,Consumer Durables,$4.08B
APB,"Asia Pacific Fund, Inc. (The)",n/a,$133.75M
GRR,"Asia Tigers Fund, Inc. (The)",n/a,$41.73M
ASPN,"Aspen Aerogels, Inc.",Consumer Services,$103.2M
AHL,Aspen Insurance Holdings Limited,Finance,$3.06B
AHL^C,Aspen Insurance Holdings Limited,n/a,n/a
AHL^D,Aspen Insurance Holdings Limited,n/a,n/a
ASB,Associated Banc-Corp,Finance,$3.84B
ASB^C,Associated Banc-Corp,n/a,n/a
ASB^D,Associated Banc-Corp,n/a,n/a
AC,"Associated Capital Group, Inc.",Finance,$821.35M
AIZ,"Assurant, Inc.",Finance,$5.71B
AGO,Assured Guaranty Ltd.,Finance,$5.23B
AGO^B,Assured Guaranty Ltd.,n/a,n/a
AGO^E,Assured Guaranty Ltd.,n/a,n/a
AGO^F,Assured Guaranty Ltd.,n/a,n/a
AF,Astoria Financial Corporation,Finance,$2.07B
AF^C,Astoria Financial Corporation,n/a,n/a
AZN,Astrazeneca PLC,Health Care,$85.18B
HOME,At Home Group Inc.,Consumer Services,$1.45B
T,AT&T Inc.,Public Utilities,$228.58B
ATTO,Atento S.A.,Public Utilities,$827.78M
ATH,Athene Holding Ltd.,Finance,$9.86B
ATKR,Atkore International Group Inc.,Miscellaneous,$1.44B
AT,Atlantic Power Corporation,Energy,$270.82M
ATO,Atmos Energy Corporation,Public Utilities,$8.71B
ATW,"Atwood Oceanics, Inc.",Energy,$641.74M
AUO,AU Optronics Corp,Technology,$3.94B
ATHM,Autohome Inc.,Technology,$5.29B
ALV,"Autoliv, Inc.",Capital Goods,$9.97B
AN,"AutoNation, Inc.",Consumer Durables,$4.16B
AZO,"AutoZone, Inc.",Consumer Services,$14.23B
AVB,"AvalonBay Communities, Inc.",Consumer Services,$25.93B
AGR,"Avangrid, Inc.",Public Utilities,$13.44B
ACP,Avenue Income Credit Strategies Fund,n/a,$181.34M
AVY,Avery Dennison Corporation,Consumer Durables,$7.9B
AVH,Avianca Holdings S.A.,Transportation,$803.82M
AVA,Avista Corporation,Public Utilities,$2.66B
AVT,"Avnet, Inc.",Consumer Non-Durables,$4.77B
AVP,"Avon Products, Inc.",Consumer Non-Durables,$1.63B
AVX,AVX Corporation,Capital Goods,$2.72B
AXTA,Axalta Coating Systems Ltd.,Basic Industries,$7.75B
AXS,Axis Capital Holdings Limited,Finance,$5.37B
AXS^D,Axis Capital Holdings Limited,n/a,n/a
AXS^E,Axis Capital Holdings Limited,n/a,n/a
AXON          ,Axovant Sciences Ltd.,Health Care,$2.46B
AZUL,Azul S.A.,Transportation,$6.83B
AZRE,Azure Power Global Limited,Public Utilities,$440.57M
AZZ,AZZ Inc.,Consumer Durables,$1.36B
BGS,"B&G Foods, Inc.",Consumer Non-Durables,$2.34B
BW,Babcock,Capital Goods,$557.17M
BGH,Babson Global Short Duration High Yield Fund,n/a,$394.74M
BMI,"Badger Meter, Inc.",Capital Goods,$1.14B
BHGE,"Baker Hughes, a GE company",n/a,n/a
BBN,BalckRock Taxable Municipal Bond Trust,n/a,$1.31B
BLL,Ball Corporation,Consumer Durables,$14.76B
BGE^B,Baltimore Gas & Electric Company,n/a,n/a
BANC,"Banc of California, Inc.",Finance,$1.09B
BANC^C,"Banc of California, Inc.",n/a,n/a
BANC^D,"Banc of California, Inc.",n/a,n/a
BANC^E,"Banc of California, Inc.",n/a,n/a
BBVA,Banco Bilbao Viscaya Argentaria S.A.,Finance,$56.47B
BBD,Banco Bradesco Sa,Finance,$51.54B
BBDO,Banco Bradesco Sa,Finance,$49.29B
BCH,Banco De Chile,Finance,$13.05B
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",Finance,$1.07B
BSBR,Banco Santander Brasil SA,Finance,$56.93B
BSAC,Banco Santander Chile,Finance,$12.01B
SAN,"Banco Santander, S.A.",Finance,$99.6B
SAN^A,"Banco Santander, S.A.",n/a,n/a
SAN^B,"Banco Santander, S.A.",n/a,n/a
SAN^C,"Banco Santander, S.A.",n/a,n/a
SAN^I,"Banco Santander, S.A.",n/a,n/a
CIB,BanColombia S.A.,Finance,$10.62B
BXS,"BancorpSouth, Inc.",Finance,$2.8B
BAC,Bank of America Corporation,Finance,$245.91B
BAC.WS.A,Bank of America Corporation,n/a,n/a
BAC.WS.B,Bank of America Corporation,n/a,n/a
BAC^A,Bank of America Corporation,n/a,n/a
BAC^C,Bank of America Corporation,n/a,n/a
BAC^D,Bank of America Corporation,n/a,n/a
BAC^E,Bank of America Corporation,n/a,n/a
BAC^I,Bank of America Corporation,n/a,n/a
BAC^L,Bank of America Corporation,n/a,n/a
BAC^W,Bank of America Corporation,Finance,n/a
BAC^Y,Bank of America Corporation,Finance,n/a
BML^G,Bank of America Corporation,n/a,n/a
BML^H,Bank of America Corporation,n/a,n/a
BML^I,Bank of America Corporation,n/a,n/a
BML^J,Bank of America Corporation,n/a,n/a
BML^L,Bank of America Corporation,n/a,n/a
BOH,Bank of Hawaii Corporation,Finance,$3.55B
BMO,Bank Of Montreal,Finance,$48.18B
NTB,Bank of N.T. Butterfield & Son Limited (The),Finance,$1.87B
BK,Bank Of New York Mellon Corporation (The),Finance,$53.27B
BK^C,Bank Of New York Mellon Corporation (The),n/a,n/a
BNS,Bank of Nova Scotia (The),Finance,$72.64B
RATE,"Bankrate, Inc.",Technology,$1.24B
BKU,"BankUnited, Inc.",Finance,$3.65B
BCS,Barclays PLC,Finance,$45.79B
BCS^D,Barclays PLC,n/a,n/a
MCI,Barings Corporate Investors,n/a,$296.62M
MPV,Barings Participation Investors,n/a,$144.88M
BNED,"Barnes & Noble Education, Inc",Consumer Services,$472.84M
BKS,"Barnes & Noble, Inc.",Consumer Services,$529.34M
B,"Barnes Group, Inc.",Capital Goods,$3.13B
CUDA,"Barracuda Networks, Inc.",Technology,$1.2B
ABX,Barrick Gold Corporation,Basic Industries,$18.26B
BAS,"Basic Energy Services, Inc.",Energy,$636.23M
BAX,Baxter International Inc.,Health Care,$32.71B
BTE,Baytex Energy Corp,Energy,$533.99M
BBT,BB&T Corporation,Finance,$36.94B
BBT^D,BB&T Corporation,n/a,n/a
BBT^E,BB&T Corporation,n/a,n/a
BBT^F,BB&T Corporation,n/a,n/a
BBT^G,BB&T Corporation,n/a,n/a
BBT^H,BB&T Corporation,n/a,n/a
BFR,BBVA Banco Frances S.A.,Finance,$3.27B
BCE,"BCE, Inc.",Public Utilities,$40.51B
BZH,"Beazer Homes USA, Inc.",Capital Goods,$444.15M
BDX,"Becton, Dickinson and Company",Health Care,$44.41B
BDXA,"Becton, Dickinson and Company",Health Care,n/a
BDC,Belden Inc,Basic Industries,$3.11B
BDC^B,Belden Inc,n/a,n/a
BXE,Bellatrix Exploration Ltd,Energy,$127.73M
BEL,Belmond Ltd.,Consumer Services,$1.56B
BMS,"Bemis Company, Inc.",Consumer Durables,$4.28B
BHE,"Benchmark Electronics, Inc.",Technology,$1.59B
BRK.A,Berkshire Hathaway Inc.,n/a,n/a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a
BHLB,"Berkshire Hills Bancorp, Inc.",Finance,$1.45B
BERY,"Berry Global Group, Inc.",Consumer Non-Durables,$7.37B
BBY,"Best Buy Co., Inc.",Consumer Services,$17.51B
BGCA,"BGC Partners, Inc.",Finance,n/a
BHP,BHP Billiton Limited,Basic Industries,$59.33B
BBL,BHP Billiton plc,Energy,$85.4B
BIG,"Big Lots, Inc.",Consumer Services,$2.08B
BH,Biglari Holdings Inc.,Consumer Services,$816.23M
BBG,Bill Barrett Corporation,Energy,$222.02M
BIOA,BioAmber Inc.,Basic Industries,$98.99M
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Health Care,$881.55M
BIO,"Bio-Rad Laboratories, Inc.",Capital Goods,$6.68B
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a
BITA,Bitauto Holdings Limited,Technology,$1.98B
BKH,Black Hills Corporation,Public Utilities,$3.62B
BKHU,Black Hills Corporation,Public Utilities,n/a
BKFS,"Black Knight Financial Services, Inc.",Technology,$6.27B
BSM,"Black Stone Minerals, L.P.",Energy,$3.11B
BGIO,BlackRock 2022 Global Income Opportunity Trust,n/a,$211.23M
BJZ,Blackrock California Municipal 2018 Term Trust,n/a,$96.82M
BFZ,BlackRock California Municipal Income Trust,n/a,$456.85M
CII,Blackrock Capital and Income Strategies Fund Inc,n/a,$655.2M
BHK,Blackrock Core Bond Trust,n/a,$745.38M
HYT,"Blackrock Corporate High Yield Fund, Inc.",n/a,$1.39B
BTZ,BlackRock Credit Allocation Income Trust,n/a,$1.44B
DSU,"Blackrock Debt Strategies Fund, Inc.",n/a,$709.09M
BHL,Blackrock Defined Opportunity Credit Trust,n/a,$89.9M
BGR,BlackRock Energy and Resources Trust,n/a,$379.68M
BDJ,Blackrock Enhanced Equity Dividend Trust,n/a,$1.67B
EGF,"Blackrock Enhanced Government Fund, Inc",n/a,$86.39M
FRA,Blackrock Floating Rate Income Strategies Fund Inc,n/a,$521.25M
BFO,Blackrock Florida Municipal 2020 Term Trust,n/a,$83.93M
BGT,Blackrock Global,n/a,$327.97M
BOE,Blackrock Global,n/a,$917.87M
BME,Blackrock Health Sciences Trust,n/a,$316.43M
BAF,BlackRock Income Investment Quality Trust,n/a,$128.7M
BKT,BlackRock Income Trust Inc. (The),n/a,$403.48M
BGY,"BLACKROCK INTERNATIONAL, LTD.",n/a,$692.93M
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),n/a,$254.69M
BTA,BlackRock Long-Term Municipal Advantage Trust,n/a,$158.25M
BIT,BlackRock Multi-Sector Income Trust,n/a,$687.36M
MUI,Blackrock Muni Intermediate Duration Fund Inc,n/a,$528.49M
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,n/a,$58.6M
MUA,"Blackrock MuniAssets Fund, Inc.",n/a,$536.6M
BPK,Blackrock Municipal 2018 Term Trust,n/a,$238.78M
BKK,Blackrock Municipal 2020 Term Trust,n/a,$316.5M
BBK,Blackrock Municipal Bond Trust,n/a,$164.56M
BBF,BlackRock Municipal Income Investment Trust,n/a,$153.67M
BYM,Blackrock Municipal Income Quality Trust,n/a,$379.19M
BFK,BlackRock Municipal Income Trust,n/a,$634.89M
BTT,BlackRock Municipal Target Term Trust Inc. (The),n/a,$1.62B
MEN,"Blackrock MuniEnhanced Fund, Inc.",n/a,$356.32M
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",n/a,$590.85M
MUH,"Blackrock MuniHoldings Fund II, Inc.",n/a,$178.08M
MHD,"Blackrock MuniHoldings Fund, Inc.",n/a,$249.55M
MFL,Blackrock MuniHoldings Investment Quality Fund,n/a,$558.99M
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",n/a,$435.72M
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",n/a,$433.36M
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",n/a,$309.58M
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",n/a,$175.84M
MVT,"Blackrock MuniVest Fund II, Inc.",n/a,$332.82M
MYC,"Blackrock MuniYield California Fund, Inc.",n/a,$320.9M
MCA,"Blackrock MuniYield California Insured Fund, Inc.",n/a,$516.43M
MYD,"Blackrock MuniYield Fund, Inc.",n/a,$700.89M
MYF,Blackrock MuniYield Investment Fund,n/a,$215.87M
MFT,Blackrock MuniYield Investment QualityFund,n/a,$119.49M
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",n/a,$414.98M
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",n/a,$228.43M
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",n/a,$515.81M
MPA,Blackrock MuniYield Pennsylvania Quality Fund,n/a,$191.61M
MQT,"Blackrock MuniYield Quality Fund II, Inc.",n/a,$295.74M
MYI,"Blackrock MuniYield Quality Fund III, Inc.",n/a,$966.97M
MQY,"Blackrock MuniYield Quality Fund, Inc.",n/a,$469.41M
BNJ,BlackRock New Jersey Municipal Income Trust,n/a,$117.52M
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,n/a,$193.87M
BLH,Blackrock New York Municipal 2018 Term Trust,n/a,$54.28M
BQH,Blackrock New York Municipal Bond Trust,n/a,$40.24M
BSE,Blackrock New York Municipal Income Quality Trust,n/a,$87.17M
BCX,BlackRock Resources,n/a,$802.38M
BST,BlackRock Science and Technology Trust,n/a,$505.97M
BSD,BlackRock Strategic Municipal Trust Inc. (The),n/a,$100.39M
BUI,BlackRock Utility and Infrastructure Trust,n/a,$342.87M
BLK,"BlackRock, Inc.",Finance,$68.73B
BGB,Blackstone / GSO Strategic Credit Fund,n/a,$711.95M
BGX,Blackstone GSO Long Short Credit Income Fund,n/a,$203.36M
BSL,Blackstone GSO Senior Floating Rate Term Fund,n/a,$271.16M
APRN,"Blue Apron Holdings, Inc.",Consumer Services,n/a
BCRH,Blue Capital Reinsurance Holdings Ltd.,Finance,$160.24M
BXC,BlueLinx Holdings Inc.,Capital Goods,$94.69M
BWP,Boardwalk Pipeline Partners L.P.,Public Utilities,$4.43B
BA,Boeing Company (The),Capital Goods,$121.61B
BCC,"Boise Cascade, L.L.C.",Consumer Services,$1.11B
BCEI,"Bonanza Creek Energy, Inc.",Energy,$603.27M
BOOT,"Boot Barn Holdings, Inc.",Consumer Services,$176.01M
BAH,Booz Allen Hamilton Holding Corporation,Consumer Services,$4.89B
BWA,BorgWarner Inc.,Capital Goods,$9.13B
SAM,"Boston Beer Company, Inc. (The)",Consumer Non-Durables,$1.64B
BXP,"Boston Properties, Inc.",Consumer Services,$18.46B
BXP^B,"Boston Properties, Inc.",n/a,n/a
BSX,Boston Scientific Corporation,Health Care,$37.4B
BOX,"Box, Inc.",Technology,$2.36B
BYD,Boyd Gaming Corporation,Consumer Services,$2.76B
BP,BP p.l.c.,Energy,$112.87B
BPT,BP Prudhoe Bay Royalty Trust,Energy,$451.54M
BRC,Brady Corporation,Consumer Durables,$1.7B
BDN,Brandywine Realty Trust,Consumer Services,$2.97B
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,Consumer Non-Durables,$212.53M
BAK,Braskem S.A.,Basic Industries,$8.17B
BRFS,BRF S.A.,Consumer Non-Durables,$9.16B
BPI,"Bridgepoint Education, Inc.",Consumer Services,$397.55M
BGG,Briggs & Stratton Corporation,Energy,$1.02B
BFAM,Bright Horizons Family Solutions Inc.,Miscellaneous,$4.54B
BEDU,Bright Scholar Education Holdings Limited,Consumer Services,$1.38B
EAT,"Brinker International, Inc.",Consumer Services,$1.82B
BCO,Brink&#39;s Company (The),Transportation,$3.34B
BMY,Bristol-Myers Squibb Company,Health Care,$91.07B
BRS,Bristow Group Inc,Transportation,$257.87M
BRX,Brixmor Property Group Inc.,Consumer Services,$5.37B
BR,"Broadridge Financial Solutions, Inc.",Miscellaneous,$8.76B
BKD,Brookdale Senior Living Inc.,Health Care,$2.65B
BAM,Brookfield Asset Management Inc,Consumer Services,$38.44B
BBU,Brookfield Business Partners L.P.,Basic Industries,$1.41B
DTLA^,Brookfield DTLA Inc.,n/a,n/a
INF,Brookfield Global Listed Infrastructure Income Fund,n/a,$183.94M
BIP,Brookfield Infrastructure Partners LP,Consumer Services,$10.89B
BPY,Brookfield Property Partners L.P.,Finance,$5.98B
RA,Brookfield Real Assets Income Fund Inc.,n/a,$851.47M
BEP,Brookfield Renewable Partners L.P.,Public Utilities,$5.66B
BRO,"Brown & Brown, Inc.",Finance,$6.01B
BF.A,Brown Forman Corporation,n/a,n/a
BF.B,Brown Forman Corporation,n/a,n/a
BRT,BRT Apartments Corp.,Consumer Services,$105.3M
BC,Brunswick Corporation,Energy,$5.52B
BT,BT Group plc,Public Utilities,$37.54B
BPL,Buckeye Partners L.P.,Energy,$9B
BKE,"Buckle, Inc. (The)",Consumer Services,$847.52M
BVN,Buenaventura Mining Company Inc.,Basic Industries,$2.96B
BBW,"Build-A-Bear Workshop, Inc.",Consumer Services,$165.62M
BG,Bunge Limited,Consumer Non-Durables,$10.59B
BURL,"Burlington Stores, Inc.",Consumer Services,$6.16B
BWXT,"BWX Technologies, Inc.",Energy,$4.83B
BY,"Byline Bancorp, Inc.",Finance,$572.95M
CJ,C,Energy,$2.12B
BCR,"C.R. Bard, Inc.",Health Care,$23.01B
GYB,CABCO Series 2004-101 Trust,Finance,n/a
PFH,CABCO Series 2004-101 Trust,Finance,n/a
CAB,Cabela&#39;s Inc,Consumer Services,$4.11B
CABO,"Cable One, Inc.",Consumer Services,$4.15B
CBT,Cabot Corporation,Basic Industries,$3.33B
COG,Cabot Oil & Gas Corporation,Energy,$11.29B
CACI,"CACI International, Inc.",Technology,$3.04B
CADE,Cadence Bancorporation,Finance,$1.86B
CAE,CAE Inc,Miscellaneous,$4.64B
CAI,"CAI International, Inc.",Technology,$449.38M
CAA,"CalAtlantic Group, Inc.",Capital Goods,$3.89B
CAL,"Caleres, Inc.",Consumer Non-Durables,$1.16B
CCC,Calgon Carbon Corporation,Basic Industries,$801.9M
CRC,California Resources Corporation,Energy,$316.47M
CWT,California Water  Service Group Holding,Public Utilities,$1.77B
CALX,"Calix, Inc",Consumer Services,$336.66M
ELY,Callaway Golf Company,Consumer Non-Durables,$1.18B
CPE,Callon Petroleum Company,Energy,$2.1B
CPE^A,Callon Petroleum Company,Energy,n/a
CPN,Calpine Corporation,Public Utilities,$4.79B
CBM,Cambrex Corporation,Health Care,$1.84B
CPT,Camden Property Trust,Consumer Services,$7.51B
CCJ,Cameco Corporation,Basic Industries,$3.65B
CPB,Campbell Soup Company,Consumer Non-Durables,$15.66B
CWH,"Camping World Holdings, Inc.",Consumer Durables,$2.49B
GOOS,Canada Goose Holdings Inc.,Consumer Non-Durables,$440.08M
CM,Canadian Imperial Bank of Commerce,Finance,$35.73B
CNI,Canadian National Railway Company,Transportation,$61.36B
CNQ,Canadian Natural Resources Limited,Energy,$34.55B
CP,Canadian Pacific Railway Limited,Transportation,$23.78B
CAJ,"Canon, Inc.",Miscellaneous,$36.39B
CMD,Cantel Medical Corp.,Health Care,$3.12B
COF,Capital One Financial Corporation,Finance,$39.66B
COF.WS,Capital One Financial Corporation,n/a,n/a
COF^C,Capital One Financial Corporation,Finance,n/a
COF^D,Capital One Financial Corporation,n/a,n/a
COF^F,Capital One Financial Corporation,n/a,n/a
COF^G,Capital One Financial Corporation,n/a,n/a
COF^H,Capital One Financial Corporation,n/a,n/a
COF^P,Capital One Financial Corporation,n/a,n/a
CSU,Capital Senior Living Corporation,Health Care,$445.69M
BXMT,"Capital Trust, Inc.",Consumer Services,$2.96B
CMO,Capstead Mortgage Corporation,Consumer Services,$1B
CMO^E,Capstead Mortgage Corporation,n/a,n/a
CRR,"Carbo Ceramics, Inc.",Capital Goods,$176.68M
CAH,"Cardinal Health, Inc.",Health Care,$24.29B
CCP,"Care Capital Properties, Inc.",Consumer Services,$2.16B
CRCM,"Care.com, Inc.",Consumer Services,$414.6M
CSL,Carlisle Companies Incorporated,Basic Industries,$6.19B
KMX,CarMax Inc,Consumer Durables,$11.76B
CCL,Carnival Corporation,Consumer Services,$47.15B
CUK,Carnival Corporation,Consumer Services,$47.31B
CRS,Carpenter Technology Corporation,Basic Industries,$1.73B
CSV,"Carriage Services, Inc.",Consumer Services,$443.81M
CARS,Cars.com Inc.,Technology,$1.89B
CRI,"Carter&#39;s, Inc.",Consumer Non-Durables,$4.21B
CVNA,Carvana Co.,Consumer Durables,n/a
CSLT,"Castlight Health, inc.",Technology,$509.01M
CTLT,"Catalent, Inc.",Health Care,$4.4B
